ds,NO2,SO2,PM25,PM10
2025-04-24 23:45:00,24.929946920142804,9.162071798778307,28.367636555952767,105.34326804224588
2025-04-25 00:45:00,23.02841508286328,8.025239766662818,28.23143424221913,104.43426048497446
2025-04-25 01:00:00,22.852569229698283,7.773329328467709,28.354207684606138,104.83517365195848
2025-04-25 01:15:00,22.76352715121185,7.5572203101840545,28.5148275186551,105.35479275783756
2025-04-25 01:30:00,22.74139401661663,7.386296718466488,28.700821330633286,105.92655774004568
2025-04-25 01:45:00,22.766708876820367,7.2674668168396055,28.90131972444068,106.49131764334727
2025-04-25 02:00:00,22.82175405589713,7.204561609608813,29.107853033992875,107.00111741171257
2025-04-25 02:15:00,22.891628636886143,7.197949037947936,29.314920816828618,107.42199656825065
2025-04-25 02:30:00,22.965025016938974,7.244397208141125,29.520297335655584,107.73564123589509
2025-04-25 02:45:00,23.034670072014325,7.337202208901279,29.72505540569818,107.93981272953384
2025-04-25 03:00:00,23.097417034758973,7.466576992162594,29.93331120352551,108.047561426352
2025-04-25 03:15:00,23.15399903346108,7.6202787277179205,30.15171249863627,108.08531794011398
2025-04-25 03:30:00,23.20847866931203,7.784434356986564,30.38871092537516,108.09002917444373
2025-04-25 03:45:00,23.267448447924682,7.944509025778059,30.653674107457764,108.10556956177072
2025-04-25 04:00:00,23.33905297355513,8.086350760728166,30.955904654980486,108.17870359486857
2025-04-25 04:15:00,23.431914531104294,8.197238009177646,31.30363951748766,108.35490171064923
2025-04-25 04:45:00,23.711852539610355,8.288123548836927,32.15769455368159,109.16820675527066
2025-04-25 05:00:00,23.909249269130658,8.257828430626382,32.66734241906872,109.85606924200314
2025-04-25 05:15:00,24.14704249957586,8.176987034369851,33.22812327312485,110.74366568783822
2025-04-25 05:30:00,24.42253810361347,8.050930428363642,33.83212857184491,111.82208821837848
2025-04-25 05:45:00,24.729453464938704,7.8890827619320145,34.467621739791554,113.06791245073545
2025-04-25 06:00:00,25.05812076718053,7.704446391442373,35.119469461562225,114.44441799356605
2025-04-25 06:15:00,25.395966399954368,7.512820647870074,35.76982277794441,115.90377735551428
2025-04-25 06:30:00,25.7282284430231,7.331801034434243,36.39900470864297,117.39004633297098
2025-04-25 06:45:00,26.038856788169472,7.179621626303332,36.98654659340313,118.8427332692451
2025-04-25 07:00:00,26.311527328483372,7.073915396278029,37.51230481745721,120.2006853289702
2025-04-25 07:15:00,26.530693685389778,7.030474245176621,37.95758378752093,121.40600974659343
2025-04-25 07:30:00,26.682597695449864,7.0620921472087375,38.30619033116906,122.40774816397389
2025-04-25 07:45:00,26.756163464753456,7.177570841224343,38.545349175169044,123.16504255550942
2025-04-25 08:00:00,26.743708923254765,7.380958122303676,38.66641848737144,123.64957026188827
2025-04-25 08:15:00,26.64142277754742,7.6710745824782975,38.66535799554916,123.84708042197178
2025-04-25 08:30:00,26.449572537578906,8.041366514882684,38.542918996717475,123.75793065695592
2025-04-25 08:45:00,26.17242956605651,8.480101811389558,38.30454447251782,123.39659639811843
2025-04-25 09:00:00,25.817918382130372,8.97090340948981,37.95998722337913,122.79020047119376
2025-04-25 09:15:00,25.39701818623848,9.493592658156013,37.52267306948917,121.9761820774419
2025-04-25 09:30:00,24.922963237753358,10.025294351829473,37.008853410466294,120.99928700275007
2025-04-25 09:45:00,24.41030393687801,10.541737496526904,36.4366056011741,119.9081102386426
2025-04-25 10:00:00,23.873901117157555,11.018672329736917,35.824749709437455,118.75145468371991
2025-04-25 10:15:00,23.32793133207872,11.43331564325817,35.19175556311005,117.5747828226128
2025-04-25 10:30:00,22.78498041063729,11.76573362742959,34.554714217300486,116.4170312789987
2025-04-25 10:45:00,22.255296257778916,12.00007452166039,33.92844304278292,115.3080313497451
2025-04-25 11:00:00,21.746260202909024,12.125572127855483,33.32478390463629,114.26673389322526
2025-04-25 11:15:00,21.26211994737358,12.137255180965468,32.75214003364799,113.30037738219647
2025-04-25 11:30:00,20.804007508453463,12.036315790376394,32.21528016823655,112.40466780897702
2025-04-25 11:45:00,20.370243833113935,11.830111488830577,31.715419501006355,111.56496328945624
2025-04-25 12:00:00,19.956909596826307,11.531798465907979,31.250567284681566,110.75838021750465
2025-04-25 12:15:00,19.55864065074558,11.159616830433139,30.816111947848633,109.95666699205161
2025-04-25 12:30:00,19.169588214201053,10.73587071786885,30.405597602391865,109.12963087734245
2025-04-25 12:45:00,18.78446959196743,10.28566530431174,30.011632067994228,108.24885787576757
2025-04-25 13:00:00,18.399626032949065,9.83547806682711,29.626856970834766,107.29143803780278
2025-04-25 13:15:00,18.014001070528515,9.411651921251872,29.244905756186505,106.2434015423164
2025-04-25 13:30:00,17.62995567653414,9.038902551959625,28.86127597275682,105.10258499856073
2025-04-25 13:45:00,17.25384568984142,8.738930989705999,28.474047892816177,103.88068195801056
2025-04-25 14:00:00,16.896301753140175,8.52922542021717,28.084392081092638,102.60428449840728
2025-04-25 14:15:00,16.57217146345894,8.422123785160146,27.696823200485504,101.31479046416166
2025-04-25 14:30:00,16.300106361893736,8.424191808135902,27.31917516115163,100.06712905234507
2025-04-25 14:45:00,16.101801203442577,8.535950752808125,26.96229244451823,98.92734054284936
2025-04-25 15:00:00,16.00091800977301,8.751966862177312,26.63945274692451,97.9691285106177
2025-04-25 15:15:00,16.021750954952466,9.061291487549855,26.365555554825207,97.26957898127652
2025-04-25 15:30:00,16.187708541481364,9.448218911114663,26.156128557054227,96.90430543096298
2025-04-25 15:45:00,16.51970531684311,9.893309221859205,26.02621770240429,96.94232663366964
2025-04-25 16:00:00,17.034565387233556,10.374607580720479,25.989236243666333,97.44101259105703
2025-04-25 16:15:00,17.74354341851188,10.868979847394234,26.055852571588304,98.44143987730021
2025-04-25 16:30:00,18.65106529063059,11.353478508424006,26.232995701573614,99.96448096714829
2025-04-25 16:45:00,19.75378020326069,11.806652513299493,26.523050931377597,102.007913225446
2025-04-25 17:00:00,21.039999363519264,12.209719941587934,26.923306835867447,104.54477453200346
2025-04-25 17:15:00,22.489574414815852,12.547532974206934,27.425699129094443,107.52311763326621
2025-04-25 17:30:00,24.074242796245723,12.80927965555125,28.016878011229938,110.86722892655419
2025-04-25 17:45:00,25.758438981727902,12.988885388504837,28.678604707881547,114.48028527328887
2025-04-25 18:00:00,27.500541698765193,13.08509767789175,29.388461346079467,118.24833033206426
2025-04-25 18:30:00,30.971754698638158,13.044793056615292,30.848138789192994,125.73928154852071
